Age,Sex,Fare,Name,Cabin,Parch,SibSp,Pclass,Ticket,Embarked,Survived,PassengerId
,male,30.5,"Saalfeld, Mr. Adolphe",C106,0,0,1,19988,S,1,299
50.0,female,247.5208,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",B58 B60,1,0,1,PC 17558,C,1,300
,female,7.75,"Kelly, Miss. Anna Katherine ""Annie Kate""",,0,0,3,9234,Q,1,301
,male,23.25,"McCoy, Mr. Bernard",,0,2,3,367226,Q,1,302
19.0,male,0.0,"Johnson, Mr. William Cahoone Jr",,0,0,3,LINE,S,0,303
,female,12.35,"Keane, Miss. Nora A",E101,0,0,2,226593,Q,1,304
,male,8.05,"Williams, Mr. Howard Hugh ""Harry""",,0,0,3,A/5 2466,S,0,305
0.92,male,151.55,"Allison, Master. Hudson Trevor",C22 C26,2,1,1,113781,S,1,306
,female,110.8833,"Fleming, Miss. Margaret",,0,0,1,17421,C,1,307
17.0,female,108.9,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",C65,0,1,1,PC 17758,C,1,308
30.0,male,24.0,"Abelson, Mr. Samuel",,0,1,2,P/PP 3381,C,0,309
30.0,female,56.9292,"Francatelli, Miss. Laura Mabel",E36,0,0,1,PC 17485,C,1,310
24.0,female,83.1583,"Hays, Miss. Margaret Bechstein",C54,0,0,1,11767,C,1,311
18.0,female,262.375,"Ryerson, Miss. Emily Borie",B57 B59 B63 B66,2,2,1,PC 17608,C,1,312
26.0,female,26.0,"Lahtinen, Mrs. William (Anna Sylfven)",,1,1,2,250651,S,0,313
28.0,male,7.8958,"Hendekovic, Mr. Ignjac",,0,0,3,349243,S,0,314
43.0,male,26.25,"Hart, Mr. Benjamin",,1,1,2,F.C.C. 13529,S,0,315
26.0,female,7.8542,"Nilsson, Miss. Helmina Josefina",,0,0,3,347470,S,1,316
24.0,female,26.0,"Kantor, Mrs. Sinai (Miriam Sternin)",,0,1,2,244367,S,1,317
54.0,male,14.0,"Moraweck, Dr. Ernest",,0,0,2,29011,S,0,318
31.0,female,164.8667,"Wick, Miss. Mary Natalie",C7,2,0,1,36928,S,1,319
40.0,female,134.5,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",E34,1,1,1,16966,C,1,320
22.0,male,7.25,"Dennis, Mr. Samuel",,0,0,3,A/5 21172,S,0,321
27.0,male,7.8958,"Danoff, Mr. Yoto",,0,0,3,349219,S,0,322
30.0,female,12.35,"Slayter, Miss. Hilda Mary",,0,0,2,234818,Q,1,323
22.0,female,29.0,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",,1,1,2,248738,S,1,324
,male,69.55,"Sage, Mr. George John Jr",,2,8,3,CA. 2343,S,0,325
36.0,female,135.6333,"Young, Miss. Marie Grice",C32,0,0,1,PC 17760,C,1,326
61.0,male,6.2375,"Nysveen, Mr. Johan Hansen",,0,0,3,345364,S,0,327
36.0,female,13.0,"Ball, Mrs. (Ada E Hall)",D,0,0,2,28551,S,1,328
31.0,female,20.525,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",,1,1,3,363291,S,1,329
16.0,female,57.9792,"Hippach, Miss. Jean Gertrude",B18,1,0,1,111361,C,1,330
,female,23.25,"McCoy, Miss. Agnes",,0,2,3,367226,Q,1,331
45.5,male,28.5,"Partner, Mr. Austen",C124,0,0,1,113043,S,0,332
38.0,male,153.4625,"Graham, Mr. George Edward",C91,1,0,1,PC 17582,S,0,333
16.0,male,18.0,"Vander Planke, Mr. Leo Edmondus",,0,2,3,345764,S,0,334
,female,133.65,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,0,1,1,PC 17611,S,1,335
,male,7.8958,"Denkoff, Mr. Mitto",,0,0,3,349225,S,0,336
29.0,male,66.6,"Pears, Mr. Thomas Clinton",C2,0,1,1,113776,S,0,337
41.0,female,134.5,"Burns, Miss. Elizabeth Margaret",E40,0,0,1,16966,C,1,338
45.0,male,8.05,"Dahl, Mr. Karl Edwart",,0,0,3,7598,S,1,339
45.0,male,35.5,"Blackwell, Mr. Stephen Weart",T,0,0,1,113784,S,0,340
2.0,male,26.0,"Navratil, Master. Edmond Roger",F2,1,1,2,230080,S,1,341
24.0,female,263.0,"Fortune, Miss. Alice Elizabeth",C23 C25 C27,2,3,1,19950,S,1,342
28.0,male,13.0,"Collander, Mr. Erik Gustaf",,0,0,2,248740,S,0,343
25.0,male,13.0,"Sedgwick, Mr. Charles Frederick Waddington",,0,0,2,244361,S,0,344
36.0,male,13.0,"Fox, Mr. Stanley Hubert",,0,0,2,229236,S,0,345
24.0,female,13.0,"Brown, Miss. Amelia ""Mildred""",F33,0,0,2,248733,S,1,346
40.0,female,13.0,"Smith, Miss. Marion Elsie",,0,0,2,31418,S,1,347
,female,16.1,"Davison, Mrs. Thomas Henry (Mary E Finck)",,0,1,3,386525,S,1,348
3.0,male,15.9,"Coutts, Master. William Loch ""William""",,1,1,3,C.A. 37671,S,1,349
42.0,male,8.6625,"Dimic, Mr. Jovan",,0,0,3,315088,S,0,350
23.0,male,9.225,"Odahl, Mr. Nils Martin",,0,0,3,7267,S,0,351
,male,35.0,"Williams-Lambert, Mr. Fletcher Fellows",C128,0,0,1,113510,S,0,352
15.0,male,7.2292,"Elias, Mr. Tannous",,1,1,3,2695,C,0,353
25.0,male,17.8,"Arnold-Franchi, Mr. Josef",,0,1,3,349237,S,0,354
,male,7.225,"Yousif, Mr. Wazli",,0,0,3,2647,C,0,355
28.0,male,9.5,"Vanden Steen, Mr. Leo Peter",,0,0,3,345783,S,0,356
22.0,female,55.0,"Bowerman, Miss. Elsie Edith",E33,1,0,1,113505,S,1,357
38.0,female,13.0,"Funk, Miss. Annie Clemmer",,0,0,2,237671,S,0,358
,female,7.8792,"McGovern, Miss. Mary",,0,0,3,330931,Q,1,359
,female,7.8792,"Mockler, Miss. Helen Mary ""Ellie""",,0,0,3,330980,Q,1,360
40.0,male,27.9,"Skoog, Mr. Wilhelm",,4,1,3,347088,S,0,361
29.0,male,27.7208,"del Carlo, Mr. Sebastiano",,0,1,2,SC/PARIS 2167,C,0,362
45.0,female,14.4542,"Barbara, Mrs. (Catherine David)",,1,0,3,2691,C,0,363
35.0,male,7.05,"Asim, Mr. Adola",,0,0,3,SOTON/O.Q. 3101310,S,0,364
,male,15.5,"O'Brien, Mr. Thomas",,0,1,3,370365,Q,0,365
30.0,male,7.25,"Adahl, Mr. Mauritz Nils Martin",,0,0,3,C 7076,S,0,366
60.0,female,75.25,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",D37,0,1,1,110813,C,1,367
,female,7.2292,"Moussa, Mrs. (Mantoura Boulos)",,0,0,3,2626,C,1,368
,female,7.75,"Jermyn, Miss. Annie",,0,0,3,14313,Q,1,369
24.0,female,69.3,"Aubart, Mme. Leontine Pauline",B35,0,0,1,PC 17477,C,1,370
25.0,male,55.4417,"Harder, Mr. George Achilles",E50,0,1,1,11765,C,1,371
18.0,male,6.4958,"Wiklund, Mr. Jakob Alfred",,0,1,3,3101267,S,0,372
19.0,male,8.05,"Beavan, Mr. William Thomas",,0,0,3,323951,S,0,373
22.0,male,135.6333,"Ringhini, Mr. Sante",,0,0,1,PC 17760,C,0,374
3.0,female,21.075,"Palsson, Miss. Stina Viola",,1,3,3,349909,S,0,375
,female,82.1708,"Meyer, Mrs. Edgar Joseph (Leila Saks)",,0,1,1,PC 17604,C,1,376
22.0,female,7.25,"Landergren, Miss. Aurora Adelia",,0,0,3,C 7077,S,1,377
27.0,male,211.5,"Widener, Mr. Harry Elkins",C82,2,0,1,113503,C,0,378
20.0,male,4.0125,"Betros, Mr. Tannous",,0,0,3,2648,C,0,379
19.0,male,7.775,"Gustafsson, Mr. Karl Gideon",,0,0,3,347069,S,0,380
42.0,female,227.525,"Bidois, Miss. Rosalie",,0,0,1,PC 17757,C,1,381
1.0,female,15.7417,"Nakid, Miss. Maria (""Mary"")",,2,0,3,2653,C,1,382
32.0,male,7.925,"Tikkanen, Mr. Juho",,0,0,3,STON/O 2. 3101293,S,0,383
35.0,female,52.0,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",,0,1,1,113789,S,1,384
,male,7.8958,"Plotcharsky, Mr. Vasil",,0,0,3,349227,S,0,385
18.0,male,73.5,"Davies, Mr. Charles Henry",,0,0,2,S.O.C. 14879,S,0,386
1.0,male,46.9,"Goodwin, Master. Sidney Leonard",,2,5,3,CA 2144,S,0,387
36.0,female,13.0,"Buss, Miss. Kate",,0,0,2,27849,S,1,388
,male,7.7292,"Sadlier, Mr. Matthew",,0,0,3,367655,Q,0,389
17.0,female,12.0,"Lehmann, Miss. Bertha",,0,0,2,SC 1748,C,1,390
36.0,male,120.0,"Carter, Mr. William Ernest",B96 B98,2,1,1,113760,S,1,391
21.0,male,7.7958,"Jansson, Mr. Carl Olof",,0,0,3,350034,S,1,392
28.0,male,7.925,"Gustafsson, Mr. Johan Birger",,0,2,3,3101277,S,0,393
23.0,female,113.275,"Newell, Miss. Marjorie",D36,0,1,1,35273,C,1,394
24.0,female,16.7,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",G6,2,0,3,PP 9549,S,1,395
22.0,male,7.7958,"Johansson, Mr. Erik",,0,0,3,350052,S,0,396
31.0,female,7.8542,"Olsson, Miss. Elina",,0,0,3,350407,S,0,397
46.0,male,26.0,"McKane, Mr. Peter David",,0,0,2,28403,S,0,398
23.0,male,10.5,"Pain, Dr. Alfred",,0,0,2,244278,S,0,399
28.0,female,12.65,"Trout, Mrs. William H (Jessie L)",,0,0,2,240929,S,1,400
39.0,male,7.925,"Niskanen, Mr. Juha",,0,0,3,STON/O 2. 3101289,S,1,401
26.0,male,8.05,"Adams, Mr. John",,0,0,3,341826,S,0,402
21.0,female,9.825,"Jussila, Miss. Mari Aina",,0,1,3,4137,S,0,403
28.0,male,15.85,"Hakkarainen, Mr. Pekka Pietari",,0,1,3,STON/O2. 3101279,S,0,404
20.0,female,8.6625,"Oreskovic, Miss. Marija",,0,0,3,315096,S,0,405
34.0,male,21.0,"Gale, Mr. Shadrach",,0,1,2,28664,S,0,406
51.0,male,7.75,"Widegren, Mr. Carl/Charles Peter",,0,0,3,347064,S,0,407
3.0,male,18.75,"Richards, Master. William Rowe",,1,1,2,29106,S,1,408
21.0,male,7.775,"Birkeland, Mr. Hans Martin Monsen",,0,0,3,312992,S,0,409
,female,25.4667,"Lefebre, Miss. Ida",,1,3,3,4133,S,0,410
,male,7.8958,"Sdycoff, Mr. Todor",,0,0,3,349222,S,0,411
,male,6.8583,"Hart, Mr. Henry",,0,0,3,394140,Q,0,412
33.0,female,90.0,"Minahan, Miss. Daisy E",C78,0,1,1,19928,Q,1,413
,male,0.0,"Cunningham, Mr. Alfred Fleming",,0,0,2,239853,S,0,414
44.0,male,7.925,"Sundman, Mr. Johan Julian",,0,0,3,STON/O 2. 3101269,S,1,415
,female,8.05,"Meek, Mrs. Thomas (Annie Louise Rowley)",,0,0,3,343095,S,0,416
34.0,female,32.5,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",,1,1,2,28220,S,1,417
18.0,female,13.0,"Silven, Miss. Lyyli Karoliina",,2,0,2,250652,S,1,418
30.0,male,13.0,"Matthews, Mr. William John",,0,0,2,28228,S,0,419
10.0,female,24.15,"Van Impe, Miss. Catharina",,2,0,3,345773,S,0,420
,male,7.8958,"Gheorgheff, Mr. Stanio",,0,0,3,349254,C,0,421
21.0,male,7.7333,"Charters, Mr. David",,0,0,3,A/5. 13032,Q,0,422
29.0,male,7.875,"Zimmerman, Mr. Leo",,0,0,3,315082,S,0,423
28.0,female,14.4,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",,1,1,3,347080,S,0,424
18.0,male,20.2125,"Rosblom, Mr. Viktor Richard",,1,1,3,370129,S,0,425
,male,7.25,"Wiseman, Mr. Phillippe",,0,0,3,A/4. 34244,S,0,426
28.0,female,26.0,"Clarke, Mrs. Charles V (Ada Maria Winfield)",,0,1,2,2003,S,1,427
19.0,female,26.0,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",,0,0,2,250655,S,1,428
,male,7.75,"Flynn, Mr. James",,0,0,3,364851,Q,0,429
32.0,male,8.05,"Pickard, Mr. Berk (Berk Trembisky)",E10,0,0,3,SOTON/O.Q. 392078,S,1,430
28.0,male,26.55,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",C52,0,0,1,110564,S,1,431
,female,16.1,"Thorneycroft, Mrs. Percival (Florence Kate White)",,0,1,3,376564,S,1,432
42.0,female,26.0,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",,0,1,2,SC/AH 3085,S,1,433
17.0,male,7.125,"Kallio, Mr. Nikolai Erland",,0,0,3,STON/O 2. 3101274,S,0,434
50.0,male,55.9,"Silvey, Mr. William Baird",E44,0,1,1,13507,S,0,435
14.0,female,120.0,"Carter, Miss. Lucile Polk",B96 B98,2,1,1,113760,S,1,436
21.0,female,34.375,"Ford, Miss. Doolina Margaret ""Daisy""",,2,2,3,W./C. 6608,S,0,437
24.0,female,18.75,"Richards, Mrs. Sidney (Emily Hocking)",,3,2,2,29106,S,1,438
64.0,male,263.0,"Fortune, Mr. Mark",C23 C25 C27,4,1,1,19950,S,0,439
31.0,male,10.5,"Kvillner, Mr. Johan Henrik Johannesson",,0,0,2,C.A. 18723,S,0,440
45.0,female,26.25,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",,1,1,2,F.C.C. 13529,S,1,441
20.0,male,9.5,"Hampe, Mr. Leon",,0,0,3,345769,S,0,442
25.0,male,7.775,"Petterson, Mr. Johan Emil",,0,1,3,347076,S,0,443
28.0,female,13.0,"Reynaldo, Ms. Encarnacion",,0,0,2,230434,S,1,444
,male,8.1125,"Johannesen-Bratthammer, Mr. Bernt",,0,0,3,65306,S,1,445
4.0,male,81.8583,"Dodge, Master. Washington",A34,2,0,1,33638,S,1,446
13.0,female,19.5,"Mellinger, Miss. Madeleine Violet",,1,0,2,250644,S,1,447
34.0,male,26.55,"Seward, Mr. Frederic Kimber",,0,0,1,113794,S,1,448
5.0,female,19.2583,"Baclini, Miss. Marie Catherine",,1,2,3,2666,C,1,449
52.0,male,30.5,"Peuchen, Major. Arthur Godfrey",C104,0,0,1,113786,S,1,450
36.0,male,27.75,"West, Mr. Edwy Arthur",,2,1,2,C.A. 34651,S,0,451
,male,19.9667,"Hagland, Mr. Ingvald Olai Olsen",,0,1,3,65303,S,0,452
30.0,male,27.75,"Foreman, Mr. Benjamin Laventall",C111,0,0,1,113051,C,0,453
49.0,male,89.1042,"Goldenberg, Mr. Samuel L",C92,0,1,1,17453,C,1,454
,male,8.05,"Peduzzi, Mr. Joseph",,0,0,3,A/5 2817,S,0,455
29.0,male,7.8958,"Jalsevac, Mr. Ivan",,0,0,3,349240,C,1,456
65.0,male,26.55,"Millet, Mr. Francis Davis",E38,0,0,1,13509,S,0,457
,female,51.8625,"Kenyon, Mrs. Frederick R (Marion)",D21,0,1,1,17464,S,1,458
50.0,female,10.5,"Toomey, Miss. Ellen",,0,0,2,F.C.C. 13531,S,1,459
,male,7.75,"O'Connor, Mr. Maurice",,0,0,3,371060,Q,0,460
48.0,male,26.55,"Anderson, Mr. Harry",E12,0,0,1,19952,S,1,461
34.0,male,8.05,"Morley, Mr. William",,0,0,3,364506,S,0,462
47.0,male,38.5,"Gee, Mr. Arthur H",E63,0,0,1,111320,S,0,463
48.0,male,13.0,"Milling, Mr. Jacob Christian",,0,0,2,234360,S,0,464
,male,8.05,"Maisner, Mr. Simon",,0,0,3,A/S 2816,S,0,465
38.0,male,7.05,"Goncalves, Mr. Manuel Estanslas",,0,0,3,SOTON/O.Q. 3101306,S,0,466
,male,0.0,"Campbell, Mr. William",,0,0,2,239853,S,0,467
56.0,male,26.55,"Smart, Mr. John Montgomery",,0,0,1,113792,S,0,468
,male,7.725,"Scanlan, Mr. James",,0,0,3,36209,Q,0,469
0.75,female,19.2583,"Baclini, Miss. Helene Barbara",,1,2,3,2666,C,1,470
,male,7.25,"Keefe, Mr. Arthur",,0,0,3,323592,S,0,471
38.0,male,8.6625,"Cacic, Mr. Luka",,0,0,3,315089,S,0,472
33.0,female,27.75,"West, Mrs. Edwy Arthur (Ada Mary Worth)",,2,1,2,C.A. 34651,S,1,473
23.0,female,13.7917,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",D,0,0,2,SC/AH Basle 541,C,1,474
22.0,female,9.8375,"Strandberg, Miss. Ida Sofia",,0,0,3,7553,S,0,475
,male,52.0,"Clifford, Mr. George Quincy",A14,0,0,1,110465,S,0,476
34.0,male,21.0,"Renouf, Mr. Peter Henry",,0,1,2,31027,S,0,477
29.0,male,7.0458,"Braund, Mr. Lewis Richard",,0,1,3,3460,S,0,478
22.0,male,7.5208,"Karlsson, Mr. Nils August",,0,0,3,350060,S,0,479
2.0,female,12.2875,"Hirvonen, Miss. Hildur E",,1,0,3,3101298,S,1,480
9.0,male,46.9,"Goodwin, Master. Harold Victor",,2,5,3,CA 2144,S,0,481
,male,0.0,"Frost, Mr. Anthony Wood ""Archie""",,0,0,2,239854,S,0,482
50.0,male,8.05,"Rouse, Mr. Richard Henry",,0,0,3,A/5 3594,S,0,483
63.0,female,9.5875,"Turkula, Mrs. (Hedwig)",,0,0,3,4134,S,1,484
25.0,male,91.0792,"Bishop, Mr. Dickinson H",B49,0,1,1,11967,C,1,485
,female,25.4667,"Lefebre, Miss. Jeannie",,1,3,3,4133,S,0,486
35.0,female,90.0,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",C93,0,1,1,19943,S,1,487
58.0,male,29.7,"Kent, Mr. Edward Austin",B37,0,0,1,11771,C,0,488
30.0,male,8.05,"Somerton, Mr. Francis William",,0,0,3,A.5. 18509,S,0,489
9.0,male,15.9,"Coutts, Master. Eden Leslie ""Neville""",,1,1,3,C.A. 37671,S,1,490
,male,19.9667,"Hagland, Mr. Konrad Mathias Reiersen",,0,1,3,65304,S,0,491
21.0,male,7.25,"Windelov, Mr. Einar",,0,0,3,SOTON/OQ 3101317,S,0,492
55.0,male,30.5,"Molson, Mr. Harry Markland",C30,0,0,1,113787,S,0,493
71.0,male,49.5042,"Artagaveytia, Mr. Ramon",,0,0,1,PC 17609,C,0,494
21.0,male,8.05,"Stanley, Mr. Edward Roland",,0,0,3,A/4 45380,S,0,495
,male,14.4583,"Yousseff, Mr. Gerious",,0,0,3,2627,C,0,496
54.0,female,78.2667,"Eustis, Miss. Elizabeth Mussey",D20,0,1,1,36947,C,1,497
,male,15.1,"Shellard, Mr. Frederick William",,0,0,3,C.A. 6212,S,0,498
25.0,female,151.55,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",C22 C26,2,1,1,113781,S,0,499
24.0,male,7.7958,"Svensson, Mr. Olof",,0,0,3,350035,S,0,500
17.0,male,8.6625,"Calic, Mr. Petar",,0,0,3,315086,S,0,501
21.0,female,7.75,"Canavan, Miss. Mary",,0,0,3,364846,Q,0,502
,female,7.6292,"O'Sullivan, Miss. Bridget Mary",,0,0,3,330909,Q,0,503
37.0,female,9.5875,"Laitinen, Miss. Kristina Sofia",,0,0,3,4135,S,0,504
16.0,female,86.5,"Maioni, Miss. Roberta",B79,0,0,1,110152,S,1,505
18.0,male,108.9,"Penasco y Castellana, Mr. Victor de Satode",C65,0,1,1,PC 17758,C,0,506
33.0,female,26.0,"Quick, Mrs. Frederick Charles (Jane Richards)",,2,0,2,26360,S,1,507
,male,26.55,"Bradley, Mr. George (""George Arthur Brayton"")",,0,0,1,111427,S,1,508
28.0,male,22.525,"Olsen, Mr. Henry Margido",,0,0,3,C 4001,S,0,509
26.0,male,56.4958,"Lang, Mr. Fang",,0,0,3,1601,S,1,510
29.0,male,7.75,"Daly, Mr. Eugene Patrick",,0,0,3,382651,Q,1,511
,male,8.05,"Webber, Mr. James",,0,0,3,SOTON/OQ 3101316,S,0,512
36.0,male,26.2875,"McGough, Mr. James Robert",E25,0,0,1,PC 17473,S,1,513
54.0,female,59.4,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",,0,1,1,PC 17603,C,1,514
24.0,male,7.4958,"Coleff, Mr. Satio",,0,0,3,349209,S,0,515
47.0,male,34.0208,"Walker, Mr. William Anderson",D46,0,0,1,36967,S,0,516
34.0,female,10.5,"Lemore, Mrs. (Amelia Milley)",F33,0,0,2,C.A. 34260,S,1,517
,male,24.15,"Ryan, Mr. Patrick",,0,0,3,371110,Q,0,518
36.0,female,26.0,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",,0,1,2,226875,S,1,519
32.0,male,7.8958,"Pavlovic, Mr. Stefo",,0,0,3,349242,S,0,520
30.0,female,93.5,"Perreault, Miss. Anne",B73,0,0,1,12749,S,1,521
22.0,male,7.8958,"Vovk, Mr. Janko",,0,0,3,349252,S,0,522
,male,7.225,"Lahoud, Mr. Sarkis",,0,0,3,2624,C,0,523
44.0,female,57.9792,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",B18,1,0,1,111361,C,1,524
,male,7.2292,"Kassem, Mr. Fared",,0,0,3,2700,C,0,525
40.5,male,7.75,"Farrell, Mr. James",,0,0,3,367232,Q,0,526
50.0,female,10.5,"Ridsdale, Miss. Lucy",,0,0,2,W./C. 14258,S,1,527
,male,221.7792,"Farthing, Mr. John",C95,0,0,1,PC 17483,S,0,528
39.0,male,7.925,"Salonen, Mr. Johan Werner",,0,0,3,3101296,S,0,529
23.0,male,11.5,"Hocking, Mr. Richard George",,1,2,2,29104,S,0,530
2.0,female,26.0,"Quick, Miss. Phyllis May",,1,1,2,26360,S,1,531
,male,7.2292,"Toufik, Mr. Nakli",,0,0,3,2641,C,0,532
17.0,male,7.2292,"Elias, Mr. Joseph Jr",,1,1,3,2690,C,0,533
,female,22.3583,"Peter, Mrs. Catherine (Catherine Rizk)",,2,0,3,2668,C,1,534
30.0,female,8.6625,"Cacic, Miss. Marija",,0,0,3,315084,S,0,535
7.0,female,26.25,"Hart, Miss. Eva Miriam",,2,0,2,F.C.C. 13529,S,1,536
45.0,male,26.55,"Butt, Major. Archibald Willingham",B38,0,0,1,113050,S,0,537
30.0,female,106.425,"LeRoy, Miss. Bertha",,0,0,1,PC 17761,C,1,538
,male,14.5,"Risien, Mr. Samuel Beard",,0,0,3,364498,S,0,539
22.0,female,49.5,"Frolicher, Miss. Hedwig Margaritha",B39,2,0,1,13568,C,1,540
36.0,female,71.0,"Crosby, Miss. Harriet R",B22,2,0,1,WE/P 5735,S,1,541
9.0,female,31.275,"Andersson, Miss. Ingeborg Constanzia",,2,4,3,347082,S,0,542
11.0,female,31.275,"Andersson, Miss. Sigrid Elisabeth",,2,4,3,347082,S,0,543
32.0,male,26.0,"Beane, Mr. Edward",,0,1,2,2908,S,1,544
50.0,male,106.425,"Douglas, Mr. Walter Donald",C86,0,1,1,PC 17761,C,0,545
64.0,male,26.0,"Nicholson, Mr. Arthur Ernest",,0,0,1,693,S,0,546
19.0,female,26.0,"Beane, Mrs. Edward (Ethel Clarke)",,0,1,2,2908,S,1,547
,male,13.8625,"Padro y Manent, Mr. Julian",,0,0,2,SC/PARIS 2146,C,1,548
33.0,male,20.525,"Goldsmith, Mr. Frank John",,1,1,3,363291,S,0,549
8.0,male,36.75,"Davies, Master. John Morgan Jr",,1,1,2,C.A. 33112,S,1,550
17.0,male,110.8833,"Thayer, Mr. John Borland Jr",C70,2,0,1,17421,C,1,551
27.0,male,26.0,"Sharp, Mr. Percival James R",,0,0,2,244358,S,0,552
,male,7.8292,"O'Brien, Mr. Timothy",,0,0,3,330979,Q,0,553
22.0,male,7.225,"Leeni, Mr. Fahim (""Philip Zenni"")",,0,0,3,2620,C,1,554
22.0,female,7.775,"Ohman, Miss. Velin",,0,0,3,347085,S,1,555
62.0,male,26.55,"Wright, Mr. George",,0,0,1,113807,S,0,556
48.0,female,39.6,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",A16,0,1,1,11755,C,1,557
,male,227.525,"Robbins, Mr. Victor",,0,0,1,PC 17757,C,0,558
39.0,female,79.65,"Taussig, Mrs. Emil (Tillie Mandelbaum)",E67,1,1,1,110413,S,1,559
36.0,female,17.4,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",,0,1,3,345572,S,1,560
,male,7.75,"Morrow, Mr. Thomas Rowan",,0,0,3,372622,Q,0,561
40.0,male,7.8958,"Sivic, Mr. Husein",,0,0,3,349251,S,0,562
28.0,male,13.5,"Norman, Mr. Robert Douglas",,0,0,2,218629,S,0,563
,male,8.05,"Simmons, Mr. John",,0,0,3,SOTON/OQ 392082,S,0,564
,female,8.05,"Meanwell, Miss. (Marion Ogden)",,0,0,3,SOTON/O.Q. 392087,S,0,565
24.0,male,24.15,"Davies, Mr. Alfred J",,0,2,3,A/4 48871,S,0,566
19.0,male,7.8958,"Stoytcheff, Mr. Ilia",,0,0,3,349205,S,0,567
29.0,female,21.075,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",,4,0,3,349909,S,0,568
,male,7.2292,"Doharr, Mr. Tannous",,0,0,3,2686,C,0,569
32.0,male,7.8542,"Jonsson, Mr. Carl",,0,0,3,350417,S,1,570
62.0,male,10.5,"Harris, Mr. George",,0,0,2,S.W./PP 752,S,1,571
53.0,female,51.4792,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",C101,0,2,1,11769,S,1,572
36.0,male,26.3875,"Flynn, Mr. John Irwin (""Irving"")",E25,0,0,1,PC 17474,S,1,573
,female,7.75,"Kelly, Miss. Mary",,0,0,3,14312,Q,1,574
16.0,male,8.05,"Rush, Mr. Alfred George John",,0,0,3,A/4. 20589,S,0,575
19.0,male,14.5,"Patchett, Mr. George",,0,0,3,358585,S,0,576
34.0,female,13.0,"Garside, Miss. Ethel",,0,0,2,243880,S,1,577
39.0,female,55.9,"Silvey, Mrs. William Baird (Alice Munger)",E44,0,1,1,13507,S,1,578
,female,14.4583,"Caram, Mrs. Joseph (Maria Elias)",,0,1,3,2689,C,0,579
32.0,male,7.925,"Jussila, Mr. Eiriik",,0,0,3,STON/O 2. 3101286,S,1,580
25.0,female,30.0,"Christy, Miss. Julie Rachel",,1,1,2,237789,S,1,581
39.0,female,110.8833,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",C68,1,1,1,17421,C,1,582
54.0,male,26.0,"Downton, Mr. William James",,0,0,2,28403,S,0,583
36.0,male,40.125,"Ross, Mr. John Hugo",A10,0,0,1,13049,C,0,584
,male,8.7125,"Paulner, Mr. Uscher",,0,0,3,3411,C,0,585
18.0,female,79.65,"Taussig, Miss. Ruth",E68,2,0,1,110413,S,1,586
47.0,male,15.0,"Jarvis, Mr. John Denzil",,0,0,2,237565,S,0,587
60.0,male,79.2,"Frolicher-Stehli, Mr. Maxmillian",B41,1,1,1,13567,C,1,588
22.0,male,8.05,"Gilinski, Mr. Eliezer",,0,0,3,14973,S,0,589
,male,8.05,"Murdlin, Mr. Joseph",,0,0,3,A./5. 3235,S,0,590
35.0,male,7.125,"Rintamaki, Mr. Matti",,0,0,3,STON/O 2. 3101273,S,0,591
52.0,female,78.2667,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",D20,0,1,1,36947,C,1,592
47.0,male,7.25,"Elsbury, Mr. William James",,0,0,3,A/5 3902,S,0,593
,female,7.75,"Bourke, Miss. Mary",,2,0,3,364848,Q,0,594
37.0,male,26.0,"Chapman, Mr. John Henry",,0,1,2,SC/AH 29037,S,0,595
36.0,male,24.15,"Van Impe, Mr. Jean Baptiste",,1,1,3,345773,S,0,596
,female,33.0,"Leitch, Miss. Jessie Wills",,0,0,2,248727,S,1,597
