Survived,Pclass,Sex_Female,Age,Age_Group,Is_Child,SibSp,Parch,Family_Size,Is_Alone,Fare_Per_Person,Fare_Category,Has_Cabin,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Other,Embarked_C,Embarked_Q,Embarked_S
0,2,0,36.0,3,0,0,0,1,1,12.875,2,1,False,False,True,False,False,True,False,False
0,3,1,24.0,2,0,0,0,1,1,8.85,2,0,False,True,False,False,False,False,False,True
0,3,0,24.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,27.7208,3,0,False,False,True,False,False,True,False,False
0,3,0,23.5,2,0,0,0,1,1,7.2292,0,0,False,False,True,False,False,True,False,False
0,1,1,2.0,0,1,1,2,4,0,37.8875,3,1,False,True,False,False,False,False,False,True
1,1,0,40.0,3,0,0,0,1,1,30.5,3,1,False,False,True,False,False,False,False,True
1,1,1,50.0,3,0,0,1,2,0,123.7604,3,1,False,False,False,True,False,True,False,False
1,3,1,21.5,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
1,3,0,25.0,2,0,2,0,3,0,7.75,1,0,False,False,True,False,False,False,True,False
0,3,0,19.0,2,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
1,2,1,28.0,2,0,0,0,1,1,12.35,2,1,False,True,False,False,False,False,True,False
0,3,0,25.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
1,1,0,0.92,0,1,1,2,4,0,37.8875,3,1,True,False,False,False,False,False,False,True
1,1,1,35.0,2,0,0,0,1,1,110.8833,3,0,False,True,False,False,False,True,False,False
1,1,1,17.0,1,0,1,0,2,0,54.45,3,1,False,False,False,True,False,True,False,False
0,2,0,30.0,2,0,1,0,2,0,12.0,2,0,False,False,True,False,False,True,False,False
1,1,1,30.0,2,0,0,0,1,1,56.9292,3,1,False,True,False,False,False,True,False,False
1,1,1,24.0,2,0,0,0,1,1,83.1583,3,1,False,True,False,False,False,True,False,False
1,1,1,18.0,1,0,2,2,5,0,52.475,3,1,False,True,False,False,False,True,False,False
0,2,1,26.0,2,0,1,1,3,0,8.666666666666666,2,0,False,False,False,True,False,False,False,True
0,3,0,28.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,2,0,43.0,3,0,1,1,3,0,8.75,2,0,False,False,True,False,False,False,False,True
1,3,1,26.0,2,0,0,0,1,1,7.8542,1,0,False,True,False,False,False,False,False,True
1,2,1,24.0,2,0,1,0,2,0,13.0,2,0,False,False,False,True,False,False,False,True
0,2,0,54.0,3,0,0,0,1,1,14.0,2,0,False,False,False,False,True,False,False,True
1,1,1,31.0,2,0,0,2,3,0,54.95556666666667,3,1,False,True,False,False,False,False,False,True
1,1,1,40.0,3,0,1,1,3,0,44.833333333333336,3,1,False,False,False,True,False,True,False,False
0,3,0,22.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
0,3,0,27.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
1,2,1,30.0,2,0,0,0,1,1,12.35,2,0,False,True,False,False,False,False,True,False
1,2,1,22.0,2,0,1,1,3,0,9.666666666666666,2,0,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,8,2,11,0,6.322727272727272,0,0,False,False,True,False,False,False,False,True
1,1,1,36.0,3,0,0,0,1,1,135.6333,3,1,False,True,False,False,False,True,False,False
0,3,0,61.0,4,0,0,0,1,1,6.2375,0,0,False,False,True,False,False,False,False,True
1,2,1,36.0,3,0,0,0,1,1,13.0,2,1,False,False,False,True,False,False,False,True
1,3,1,31.0,2,0,1,1,3,0,6.841666666666666,0,0,False,False,False,True,False,False,False,True
1,1,1,16.0,1,0,0,1,2,0,28.9896,3,1,False,True,False,False,False,True,False,False
1,3,1,21.5,2,0,2,0,3,0,7.75,1,0,False,True,False,False,False,False,True,False
0,1,0,45.5,3,0,0,0,1,1,28.5,3,1,False,False,True,False,False,False,False,True
0,1,0,38.0,3,0,0,1,2,0,76.73125,3,1,False,False,True,False,False,False,False,True
0,3,0,16.0,1,0,2,0,3,0,6.0,0,0,False,False,True,False,False,False,False,True
1,1,1,35.0,2,0,1,0,2,0,66.825,3,0,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,1,0,29.0,2,0,1,0,2,0,33.3,3,1,False,False,True,False,False,False,False,True
1,1,1,41.0,3,0,0,0,1,1,134.5,3,1,False,True,False,False,False,True,False,False
1,3,0,45.0,3,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,1,0,45.0,3,0,0,0,1,1,35.5,3,1,False,False,True,False,False,False,False,True
1,2,0,2.0,0,1,1,1,3,0,8.666666666666666,2,1,True,False,False,False,False,False,False,True
1,1,1,24.0,2,0,3,2,6,0,43.833333333333336,3,1,False,True,False,False,False,False,False,True
0,2,0,28.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,2,0,25.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,2,0,36.0,3,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
1,2,1,24.0,2,0,0,0,1,1,13.0,2,1,False,True,False,False,False,False,False,True
1,2,1,40.0,3,0,0,0,1,1,13.0,2,0,False,True,False,False,False,False,False,True
1,3,1,21.5,2,0,1,0,2,0,8.05,1,0,False,False,False,True,False,False,False,True
1,3,0,3.0,0,1,1,1,3,0,5.3,0,0,True,False,False,False,False,False,False,True
0,3,0,42.0,3,0,0,0,1,1,8.6625,2,0,False,False,True,False,False,False,False,True
0,3,0,23.0,2,0,0,0,1,1,9.225,2,0,False,False,True,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,35.0,3,1,False,False,True,False,False,False,False,True
0,3,0,15.0,1,0,1,1,3,0,2.409733333333333,0,0,False,False,True,False,False,True,False,False
0,3,0,25.0,2,0,1,0,2,0,8.9,2,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.225,0,0,False,False,True,False,False,True,False,False
0,3,0,28.0,2,0,0,0,1,1,9.5,2,0,False,False,True,False,False,False,False,True
1,1,1,22.0,2,0,0,1,2,0,27.5,3,1,False,True,False,False,False,False,False,True
0,2,1,38.0,3,0,0,0,1,1,13.0,2,0,False,True,False,False,False,False,False,True
1,3,1,21.5,2,0,0,0,1,1,7.8792,1,0,False,True,False,False,False,False,True,False
1,3,1,21.5,2,0,0,0,1,1,7.8792,1,0,False,True,False,False,False,False,True,False
0,3,0,40.0,3,0,1,4,6,0,4.6499999999999995,0,0,False,False,True,False,False,False,False,True
0,2,0,29.0,2,0,1,0,2,0,13.8604,2,0,False,False,True,False,False,True,False,False
0,3,1,45.0,3,0,0,1,2,0,7.2271,0,0,False,False,False,True,False,True,False,False
0,3,0,35.0,2,0,0,0,1,1,7.05,0,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,1,0,2,0,7.75,1,0,False,False,True,False,False,False,True,False
0,3,0,30.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
1,1,1,60.0,3,0,1,0,2,0,37.625,3,1,False,False,False,True,False,True,False,False
1,3,1,21.5,2,0,0,0,1,1,7.2292,0,0,False,False,False,True,False,True,False,False
1,3,1,21.5,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
1,1,1,24.0,2,0,0,0,1,1,69.3,3,1,False,False,False,True,False,True,False,False
1,1,0,25.0,2,0,1,0,2,0,27.72085,3,1,False,False,True,False,False,True,False,False
0,3,0,18.0,1,0,1,0,2,0,3.2479,0,0,False,False,True,False,False,False,False,True
0,3,0,19.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,1,0,22.0,2,0,0,0,1,1,135.6333,3,0,False,False,True,False,False,True,False,False
0,3,1,3.0,0,1,3,1,5,0,4.215,0,0,False,True,False,False,False,False,False,True
1,1,1,35.0,2,0,1,0,2,0,41.0854,3,0,False,False,False,True,False,True,False,False
1,3,1,22.0,2,0,0,0,1,1,7.25,0,0,False,True,False,False,False,False,False,True
0,1,0,27.0,2,0,0,2,3,0,70.5,3,1,False,False,True,False,False,True,False,False
0,3,0,20.0,2,0,0,0,1,1,4.0125,0,0,False,False,True,False,False,True,False,False
0,3,0,19.0,2,0,0,0,1,1,7.775,1,0,False,False,True,False,False,False,False,True
1,1,1,42.0,3,0,0,0,1,1,227.525,3,0,False,True,False,False,False,True,False,False
1,3,1,1.0,0,1,0,2,3,0,5.247233333333333,0,0,False,True,False,False,False,True,False,False
0,3,0,32.0,2,0,0,0,1,1,7.925,1,0,False,False,True,False,False,False,False,True
1,1,1,35.0,2,0,1,0,2,0,26.0,3,0,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,2,0,18.0,1,0,0,0,1,1,73.5,3,0,False,False,True,False,False,False,False,True
0,3,0,1.0,0,1,5,2,8,0,5.8625,0,0,True,False,False,False,False,False,False,True
1,2,1,36.0,3,0,0,0,1,1,13.0,2,0,False,True,False,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.7292,1,0,False,False,True,False,False,False,True,False
1,2,1,17.0,1,0,0,0,1,1,12.0,2,0,False,True,False,False,False,True,False,False
1,1,0,36.0,3,0,1,2,4,0,30.0,3,1,False,False,True,False,False,False,False,True
1,3,0,21.0,2,0,0,0,1,1,7.7958,1,0,False,False,True,False,False,False,False,True
0,3,0,28.0,2,0,2,0,3,0,2.6416666666666666,0,0,False,False,True,False,False,False,False,True
1,1,1,23.0,2,0,1,0,2,0,56.6375,3,1,False,True,False,False,False,True,False,False
1,3,1,24.0,2,0,0,2,3,0,5.566666666666666,0,1,False,False,False,True,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,7.7958,1,0,False,False,True,False,False,False,False,True
0,3,1,31.0,2,0,0,0,1,1,7.8542,1,0,False,True,False,False,False,False,False,True
0,2,0,46.0,3,0,0,0,1,1,26.0,3,0,False,False,True,False,False,False,False,True
0,2,0,23.0,2,0,0,0,1,1,10.5,2,0,False,False,False,False,True,False,False,True
1,2,1,28.0,2,0,0,0,1,1,12.65,2,0,False,False,False,True,False,False,False,True
1,3,0,39.0,3,0,0,0,1,1,7.925,1,0,False,False,True,False,False,False,False,True
0,3,0,26.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,1,21.0,2,0,1,0,2,0,4.9125,0,0,False,True,False,False,False,False,False,True
0,3,0,28.0,2,0,1,0,2,0,7.925,1,0,False,False,True,False,False,False,False,True
0,3,1,20.0,2,0,0,0,1,1,8.6625,2,0,False,True,False,False,False,False,False,True
0,2,0,34.0,2,0,1,0,2,0,10.5,2,0,False,False,True,False,False,False,False,True
0,3,0,51.0,3,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,False,True
1,2,0,3.0,0,1,1,1,3,0,6.25,0,0,True,False,False,False,False,False,False,True
0,3,0,21.0,2,0,0,0,1,1,7.775,1,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,3,1,5,0,5.0933399999999995,0,0,False,True,False,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,6.8583,0,0,False,False,True,False,False,False,True,False
1,1,1,33.0,2,0,1,0,2,0,45.0,3,1,False,True,False,False,False,False,True,False
0,2,0,30.0,2,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
1,3,0,44.0,3,0,0,0,1,1,7.925,1,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,0,0,1,1,8.05,1,0,False,False,False,True,False,False,False,True
1,2,1,34.0,2,0,1,1,3,0,10.833333333333334,2,0,False,False,False,True,False,False,False,True
1,2,1,18.0,1,0,0,2,3,0,4.333333333333333,0,0,False,True,False,False,False,False,False,True
0,2,0,30.0,2,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,3,1,10.0,0,1,0,2,3,0,8.049999999999999,1,0,False,True,False,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,True,False,False
0,3,0,21.0,2,0,0,0,1,1,7.7333,1,0,False,False,True,False,False,False,True,False
0,3,0,29.0,2,0,0,0,1,1,7.875,1,0,False,False,True,False,False,False,False,True
0,3,1,28.0,2,0,1,1,3,0,4.8,0,0,False,False,False,True,False,False,False,True
0,3,0,18.0,1,0,1,1,3,0,6.7375,0,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
1,2,1,28.0,2,0,1,0,2,0,13.0,2,0,False,False,False,True,False,False,False,True
1,2,1,19.0,2,0,0,0,1,1,26.0,3,0,False,True,False,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
1,3,0,32.0,2,0,0,0,1,1,8.05,1,1,False,False,True,False,False,False,False,True
1,1,0,28.0,2,0,0,0,1,1,26.55,3,1,False,False,True,False,False,False,False,True
1,3,1,21.5,2,0,1,0,2,0,8.05,1,0,False,False,False,True,False,False,False,True
1,2,1,42.0,3,0,1,0,2,0,13.0,2,0,False,False,False,True,False,False,False,True
0,3,0,17.0,1,0,0,0,1,1,7.125,0,0,False,False,True,False,False,False,False,True
0,1,0,50.0,3,0,1,0,2,0,27.95,3,1,False,False,True,False,False,False,False,True
1,1,1,14.0,1,0,1,2,4,0,30.0,3,1,False,True,False,False,False,False,False,True
0,3,1,21.0,2,0,2,2,5,0,6.875,0,0,False,True,False,False,False,False,False,True
1,2,1,24.0,2,0,2,3,6,0,3.125,0,0,False,False,False,True,False,False,False,True
0,1,0,64.0,4,0,1,4,6,0,43.833333333333336,3,1,False,False,True,False,False,False,False,True
0,2,0,31.0,2,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
1,2,1,45.0,3,0,1,1,3,0,8.75,2,0,False,False,False,True,False,False,False,True
0,3,0,20.0,2,0,0,0,1,1,9.5,2,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,1,0,2,0,3.8875,0,0,False,False,True,False,False,False,False,True
1,2,1,28.0,2,0,0,0,1,1,13.0,2,0,False,True,False,False,False,False,False,True
1,3,0,25.0,2,0,0,0,1,1,8.1125,1,0,False,False,True,False,False,False,False,True
1,1,0,4.0,0,1,0,2,3,0,27.2861,3,1,True,False,False,False,False,False,False,True
1,2,1,13.0,1,0,0,1,2,0,9.75,2,0,False,True,False,False,False,False,False,True
1,1,0,34.0,2,0,0,0,1,1,26.55,3,0,False,False,True,False,False,False,False,True
1,3,1,5.0,0,1,2,1,4,0,4.814575,0,0,False,True,False,False,False,True,False,False
1,1,0,52.0,3,0,0,0,1,1,30.5,3,1,False,False,False,False,True,False,False,True
0,2,0,36.0,3,0,1,2,4,0,6.9375,0,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,1,0,2,0,9.98335,2,0,False,False,True,False,False,False,False,True
0,1,0,30.0,2,0,0,0,1,1,27.75,3,1,False,False,True,False,False,True,False,False
1,1,0,49.0,3,0,1,0,2,0,44.5521,3,1,False,False,True,False,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
1,3,0,29.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,True,False,False
0,1,0,65.0,4,0,0,0,1,1,26.55,3,1,False,False,True,False,False,False,False,True
1,1,1,35.0,2,0,1,0,2,0,25.93125,3,1,False,False,False,True,False,False,False,True
1,2,1,50.0,3,0,0,0,1,1,10.5,2,0,False,True,False,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
1,1,0,48.0,3,0,0,0,1,1,26.55,3,1,False,False,True,False,False,False,False,True
0,3,0,34.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,1,0,47.0,3,0,0,0,1,1,38.5,3,1,False,False,True,False,False,False,False,True
0,2,0,48.0,3,0,0,0,1,1,13.0,2,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,0,38.0,3,0,0,0,1,1,7.05,0,0,False,False,True,False,False,False,False,True
0,2,0,30.0,2,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
0,1,0,56.0,3,0,0,0,1,1,26.55,3,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.725,1,0,False,False,True,False,False,False,True,False
1,3,1,0.75,0,1,2,1,4,0,4.814575,0,0,False,True,False,False,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
0,3,0,38.0,3,0,0,0,1,1,8.6625,2,0,False,False,True,False,False,False,False,True
1,2,1,33.0,2,0,1,2,4,0,6.9375,0,0,False,False,False,True,False,False,False,True
1,2,1,23.0,2,0,0,0,1,1,13.7917,2,1,False,False,False,True,False,True,False,False
0,3,1,22.0,2,0,0,0,1,1,9.8375,2,0,False,True,False,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,52.0,3,1,False,False,True,False,False,False,False,True
0,2,0,34.0,2,0,1,0,2,0,10.5,2,0,False,False,True,False,False,False,False,True
0,3,0,29.0,2,0,1,0,2,0,3.5229,0,0,False,False,True,False,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,7.5208,1,0,False,False,True,False,False,False,False,True
1,3,1,2.0,0,1,0,1,2,0,6.14375,0,0,False,True,False,False,False,False,False,True
0,3,0,9.0,0,1,5,2,8,0,5.8625,0,0,True,False,False,False,False,False,False,True
0,2,0,30.0,2,0,0,0,1,1,0.0,0,0,False,False,True,False,False,False,False,True
0,3,0,50.0,3,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
1,3,1,63.0,4,0,0,0,1,1,9.5875,2,0,False,False,False,True,False,False,False,True
1,1,0,25.0,2,0,1,0,2,0,45.5396,3,1,False,False,True,False,False,True,False,False
0,3,1,21.5,2,0,3,1,5,0,5.0933399999999995,0,0,False,True,False,False,False,False,False,True
1,1,1,35.0,2,0,1,0,2,0,45.0,3,1,False,False,False,True,False,False,False,True
0,1,0,58.0,3,0,0,0,1,1,29.7,3,1,False,False,True,False,False,True,False,False
0,3,0,30.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
1,3,0,9.0,0,1,1,1,3,0,5.3,0,0,True,False,False,False,False,False,False,True
0,3,0,25.0,2,0,1,0,2,0,9.98335,2,0,False,False,True,False,False,False,False,True
0,3,0,21.0,2,0,0,0,1,1,7.25,0,0,False,False,True,False,False,False,False,True
0,1,0,55.0,3,0,0,0,1,1,30.5,3,1,False,False,True,False,False,False,False,True
0,1,0,71.0,4,0,0,0,1,1,49.5042,3,0,False,False,True,False,False,True,False,False
0,3,0,21.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,14.4583,2,0,False,False,True,False,False,True,False,False
1,1,1,54.0,3,0,1,0,2,0,39.13335,3,1,False,True,False,False,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,15.1,2,0,False,False,True,False,False,False,False,True
0,1,1,25.0,2,0,1,2,4,0,37.8875,3,1,False,False,False,True,False,False,False,True
0,3,0,24.0,2,0,0,0,1,1,7.7958,1,0,False,False,True,False,False,False,False,True
0,3,0,17.0,1,0,0,0,1,1,8.6625,2,0,False,False,True,False,False,False,False,True
0,3,1,21.0,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
0,3,1,21.5,2,0,0,0,1,1,7.6292,1,0,False,True,False,False,False,False,True,False
0,3,1,37.0,3,0,0,0,1,1,9.5875,2,0,False,True,False,False,False,False,False,True
1,1,1,16.0,1,0,0,0,1,1,86.5,3,1,False,True,False,False,False,False,False,True
0,1,0,18.0,1,0,1,0,2,0,54.45,3,1,False,False,True,False,False,True,False,False
1,2,1,33.0,2,0,0,2,3,0,8.666666666666666,2,0,False,False,False,True,False,False,False,True
1,1,0,40.0,3,0,0,0,1,1,26.55,3,0,False,False,True,False,False,False,False,True
0,3,0,28.0,2,0,0,0,1,1,22.525,2,0,False,False,True,False,False,False,False,True
1,3,0,26.0,2,0,0,0,1,1,56.4958,3,0,False,False,True,False,False,False,False,True
1,3,0,29.0,2,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
0,3,0,25.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
1,1,0,36.0,3,0,0,0,1,1,26.2875,3,1,False,False,True,False,False,False,False,True
1,1,1,54.0,3,0,1,0,2,0,29.7,3,0,False,False,False,True,False,True,False,False
0,3,0,24.0,2,0,0,0,1,1,7.4958,1,0,False,False,True,False,False,False,False,True
0,1,0,47.0,3,0,0,0,1,1,34.0208,3,1,False,False,True,False,False,False,False,True
1,2,1,34.0,2,0,0,0,1,1,10.5,2,1,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,24.15,3,0,False,False,True,False,False,False,True,False
1,2,1,36.0,3,0,1,0,2,0,13.0,2,0,False,False,False,True,False,False,False,True
0,3,0,32.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
1,1,1,30.0,2,0,0,0,1,1,93.5,3,1,False,True,False,False,False,False,False,True
0,3,0,22.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.225,0,0,False,False,True,False,False,True,False,False
1,1,1,44.0,3,0,0,1,2,0,28.9896,3,1,False,False,False,True,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,7.2292,0,0,False,False,True,False,False,True,False,False
0,3,0,40.5,3,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
1,2,1,50.0,3,0,0,0,1,1,10.5,2,0,False,True,False,False,False,False,False,True
0,1,0,40.0,3,0,0,0,1,1,221.7792,3,1,False,False,True,False,False,False,False,True
0,3,0,39.0,3,0,0,0,1,1,7.925,1,0,False,False,True,False,False,False,False,True
0,2,0,23.0,2,0,2,1,4,0,2.875,0,0,False,False,True,False,False,False,False,True
1,2,1,2.0,0,1,1,1,3,0,8.666666666666666,2,0,False,True,False,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.2292,0,0,False,False,True,False,False,True,False,False
0,3,0,17.0,1,0,1,1,3,0,2.409733333333333,0,0,False,False,True,False,False,True,False,False
1,3,1,21.5,2,0,0,2,3,0,7.452766666666666,1,0,False,False,False,True,False,True,False,False
0,3,1,30.0,2,0,0,0,1,1,8.6625,2,0,False,True,False,False,False,False,False,True
1,2,1,7.0,0,1,0,2,3,0,8.75,2,0,False,True,False,False,False,False,False,True
0,1,0,45.0,3,0,0,0,1,1,26.55,3,1,False,False,False,False,True,False,False,True
1,1,1,30.0,2,0,0,0,1,1,106.425,3,0,False,True,False,False,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,14.5,2,0,False,False,True,False,False,False,False,True
1,1,1,22.0,2,0,0,2,3,0,16.5,2,1,False,True,False,False,False,True,False,False
1,1,1,36.0,3,0,0,2,3,0,23.666666666666668,2,1,False,True,False,False,False,False,False,True
0,3,1,9.0,0,1,4,2,7,0,4.4678571428571425,0,0,False,True,False,False,False,False,False,True
0,3,1,11.0,0,1,4,2,7,0,4.4678571428571425,0,0,False,True,False,False,False,False,False,True
1,2,0,32.0,2,0,1,0,2,0,13.0,2,0,False,False,True,False,False,False,False,True
0,1,0,50.0,3,0,1,0,2,0,53.2125,3,1,False,False,True,False,False,True,False,False
0,1,0,64.0,4,0,0,0,1,1,26.0,3,0,False,False,True,False,False,False,False,True
1,2,1,19.0,2,0,1,0,2,0,13.0,2,0,False,False,False,True,False,False,False,True
1,2,0,30.0,2,0,0,0,1,1,13.8625,2,0,False,False,True,False,False,True,False,False
0,3,0,33.0,2,0,1,1,3,0,6.841666666666666,0,0,False,False,True,False,False,False,False,True
1,2,0,8.0,0,1,1,1,3,0,12.25,2,0,True,False,False,False,False,False,False,True
1,1,0,17.0,1,0,0,2,3,0,36.9611,3,1,False,False,True,False,False,True,False,False
0,2,0,27.0,2,0,0,0,1,1,26.0,3,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.8292,1,0,False,False,True,False,False,False,True,False
1,3,0,22.0,2,0,0,0,1,1,7.225,0,0,False,False,True,False,False,True,False,False
1,3,1,22.0,2,0,0,0,1,1,7.775,1,0,False,True,False,False,False,False,False,True
0,1,0,62.0,4,0,0,0,1,1,26.55,3,0,False,False,True,False,False,False,False,True
1,1,1,48.0,3,0,1,0,2,0,19.8,2,1,False,False,False,True,False,True,False,False
0,1,0,40.0,3,0,0,0,1,1,227.525,3,0,False,False,True,False,False,True,False,False
1,1,1,39.0,3,0,1,1,3,0,26.55,3,1,False,False,False,True,False,False,False,True
1,3,1,36.0,3,0,1,0,2,0,8.7,2,0,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.75,1,0,False,False,True,False,False,False,True,False
0,3,0,40.0,3,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,2,0,28.0,2,0,0,0,1,1,13.5,2,0,False,False,True,False,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,1,21.5,2,0,0,0,1,1,8.05,1,0,False,True,False,False,False,False,False,True
0,3,0,24.0,2,0,2,0,3,0,8.049999999999999,1,0,False,False,True,False,False,False,False,True
0,3,0,19.0,2,0,0,0,1,1,7.8958,1,0,False,False,True,False,False,False,False,True
0,3,1,29.0,2,0,0,4,5,0,4.215,0,0,False,False,False,True,False,False,False,True
0,3,0,25.0,2,0,0,0,1,1,7.2292,0,0,False,False,True,False,False,True,False,False
1,3,0,32.0,2,0,0,0,1,1,7.8542,1,0,False,False,True,False,False,False,False,True
1,2,0,62.0,4,0,0,0,1,1,10.5,2,0,False,False,True,False,False,False,False,True
1,1,1,53.0,3,0,2,0,3,0,17.15973333333333,2,1,False,False,False,True,False,False,False,True
1,1,0,36.0,3,0,0,0,1,1,26.3875,3,1,False,False,True,False,False,False,False,True
1,3,1,21.5,2,0,0,0,1,1,7.75,1,0,False,True,False,False,False,False,True,False
0,3,0,16.0,1,0,0,0,1,1,8.05,1,0,False,False,True,False,False,False,False,True
0,3,0,19.0,2,0,0,0,1,1,14.5,2,0,False,False,True,False,False,False,False,True
1,2,1,34.0,2,0,0,0,1,1,13.0,2,0,False,True,False,False,False,False,False,True
1,1,1,39.0,3,0,1,0,2,0,27.95,3,1,False,False,False,True,False,False,False,True
0,3,1,21.5,2,0,1,0,2,0,7.22915,0,0,False,False,False,True,False,True,False,False
1,3,0,32.0,2,0,0,0,1,1,7.925,1,0,False,False,True,False,False,False,False,True
1,2,1,25.0,2,0,1,1,3,0,10.0,2,0,False,True,False,False,False,False,False,True
1,1,1,39.0,3,0,1,1,3,0,36.9611,3,1,False,False,False,True,False,True,False,False
0,2,0,54.0,3,0,0,0,1,1,26.0,3,0,False,False,True,False,False,False,False,True
0,1,0,36.0,3,0,0,0,1,1,40.125,3,1,False,False,True,False,False,True,False,False
0,3,0,25.0,2,0,0,0,1,1,8.7125,2,0,False,False,True,False,False,True,False,False
1,1,1,18.0,1,0,0,2,3,0,26.55,3,1,False,True,False,False,False,False,False,True
0,2,0,47.0,3,0,0,0,1,1,15.0,2,0,False,False,True,False,False,False,False,True
1,1,0,60.0,3,0,1,1,3,0,26.400000000000002,3,1,False,False,True,False,False,True,False,False
